;Regiao;Cidades;Distance_Lisboa;Distance_Porto;duration_hours_driving_lisboa, Portugal;distance_drivingdriving_lisboa, Portugal;duration_hours_driving_porto, Portugal;distance_drivingdriving_porto, Portugal;RANKING
280;Alentejo;Évora;107.9308817429446;292.53702436247977;1.4;133.6;3.7;406.7;54
258;Alentejo;Santarém;70.45400949557013;212.5244194687251;1.0;80.5;2.2;245.7;54
256;Alentejo;Rio Maior;73.96639969292995;201.3932762092987;1.1;82.6;2.4;261.7;53
238;Alentejo;Beja;135.11314060458875;353.80277516813317;1.9;178.0;4.1;451.0;53
231;Alentejo;Santiago do Cacém;101.83108867750765;356.6819763195504;1.7;159.2;3.9;432.2;52
252;Alentejo;Cartaxo;58.86205461858224;221.19388003444163;0.9;67.8;2.3;253.8;50
251;Alentejo;Benavente;40.84754583798578;242.14429106778772;0.8;57.8;2.6;294.6;50
266;Alentejo;Elvas;172.4680475795986;280.5133121752491;2.0;208.2;3.8;354.6;49
250;Alentejo;Azambuja;46.360049229022806;232.04996887081785;0.8;51.7;2.5;271.8;49
273;Alentejo;Portalegre;134.62404549195048;228.53083579248508;2.3;227.3;3.0;293.8;47
230;Alentejo;Odemira;130.62263888312157;394.3453600550666;2.2;203.6;4.4;476.6;47
248;Alentejo;Almeirim;70.7231877122023;220.0395139790737;1.1;94.2;2.4;259.4;47
232;Alentejo;Sines;93.03396354214154;357.98154220914;1.6;159.3;3.9;432.3;46
229;Alentejo;Grândola;77.11031890803599;330.143838025195;1.2;116.8;3.4;389.8;45
281;Alentejo;Montemor-o-Novo;80.39585468215043;279.2214853530612;1.1;102.3;3.3;375.4;44
257;Alentejo;Salvaterra de Magos;46.15102630849531;236.40263596592519;0.9;63.3;2.7;290.2;43
287;Alentejo;Vendas Novas;60.264807186003395;278.01409338931524;1.0;86.2;3.1;340.5;43
279;Alentejo;Estremoz;135.50309823665512;270.5742401918255;1.7;171.0;3.6;348.6;42
272;Alentejo;Ponte de Sor;114.87380351541536;216.836859172443;1.9;140.3;2.7;270.1;41
254;Alentejo;Coruche;59.68546373559449;243.40671786880702;1.1;80.5;2.7;287.0;41
228;Alentejo;Alcácer do Sal;64.99424491902661;309.12282559456776;1.0;93.6;3.3;366.6;40
243;Alentejo;Moura;166.64632634255756;350.1454525172471;2.3;210.0;4.6;483.1;38
245;Alentejo;Serpa;168.48950507308425;367.775878452367;2.2;203.3;4.4;476.3;37
239;Alentejo;Castro Verde;145.2239451856615;385.88369516605405;1.8;190.6;4.0;463.6;37
286;Alentejo;Reguengos de Monsaraz;143.1060877538295;316.2851067255264;1.9;170.4;4.1;443.5;37
234;Alentejo;Aljustrel;122.46296345509317;363.5952262402443;1.6;163.9;3.8;437.0;37
263;Alentejo;Campo Maior;182.59283922978577;271.2584395209016;2.2;224.6;3.6;340.1;36
241;Alentejo;Ferreira do Alentejo;114.80112354336546;345.8204639619809;1.6;153.4;3.8;426.5;35
289;Alentejo;Vila Viçosa;149.724766601747;282.4387218843243;1.8;186.7;3.9;367.3;34
253;Alentejo;Chamusca;91.69745036209756;199.4528398717468;1.4;109.1;2.2;229.1;34
242;Alentejo;Mértola;175.26325276959608;397.9039323910292;2.4;234.9;4.6;508.0;34
240;Alentejo;Cuba;124.19533568963685;337.0156116683658;1.9;176.7;4.1;449.7;33
277;Alentejo;Arraiolos;100.14348103860998;274.697505947877;1.3;123.0;3.5;396.2;32
288;Alentejo;Viana do Alentejo;107.06404966908426;316.8036490576811;1.8;145.9;4.0;418.9;31
235;Alentejo;Almodôvar;165.7045456712633;410.5793896187025;2.0;214.6;4.3;487.6;30
249;Alentejo;Alpiarça;77.20424469270978;212.19533478616162;1.2;93.0;2.4;258.2;30
244;Alentejo;Ourique;141.9611745588744;389.82380514787155;1.8;192.1;4.0;465.2;30
255;Alentejo;Golegã;95.3983828471087;194.3460794923647;1.4;121.7;2.1;221.5;29
236;Alentejo;Alvito;111.76959330371123;325.61424335970037;1.8;171.5;4.0;444.5;29
285;Alentejo;Redondo;138.50885447315343;292.4005934315033;1.8;176.2;4.0;363.8;29
283;Alentejo;Mourão;173.07305111450222;338.2681843707301;2.2;196.8;4.5;470.0;29
246;Alentejo;Vidigueira;128.95977736068755;333.6450754965522;2.0;187.1;4.2;460.2;29
282;Alentejo;Mora;88.32045097760864;247.79275284814892;1.5;110.7;3.2;317.4;28
237;Alentejo;Barrancos;199.05748316793606;363.1799920668517;2.8;239.5;5.0;512.7;28
278;Alentejo;Borba;146.34380741931;278.3121020546977;1.7;180.2;3.8;360.4;28
274;Alentejo;Sousel;129.69551749972499;256.67187143525655;1.8;167.8;3.5;323.5;28
271;Alentejo;Nisa;153.918634230122;196.91593882844805;2.1;199.1;2.7;262.6;28
270;Alentejo;Monforte;152.21487067196492;253.29973318103063;2.0;198.5;3.3;321.1;28
269;Alentejo;Marvão;172.15904681106036;221.09174424781108;2.6;234.4;3.2;297.9;28
264;Alentejo;Castelo de Vide;166.24275360327886;208.93291827437713;2.4;225.4;3.0;288.8;28
262;Alentejo;Avis;114.17071827016728;237.4849950387738;1.8;165.1;3.1;298.6;28
260;Alentejo;Alter do Chão;134.3053532979873;226.47390789448662;2.2;192.0;3.0;297.2;28
284;Alentejo;Portel;129.5096824985318;323.615086825644;2.0;179.9;4.2;453.0;27
276;Alentejo;Alandroal;152.963175343094;301.6276812574006;1.9;193.5;3.9;374.0;26
268;Alentejo;Gavião;134.12964087907753;197.85577074919735;1.8;169.7;2.5;260.9;26
265;Alentejo;Crato;144.20582359917196;222.7217658063348;2.3;222.8;2.9;286.2;26
261;Alentejo;Arronches;169.2861229357805;254.5916407728342;2.3;219.7;3.3;317.6;25
267;Alentejo;Fronteira;134.83040817383508;246.5389856411297;2.0;180.2;3.3;314.1;24
